Date,Close/Last,Volume,Open,High,Low,Day
05/18/2021,$243.08,20167980,$246.27,$246.41,$242.90,946
05/17/2021,$245.18,24938180,$246.55,$246.59,$243.52,947
05/14/2021,$248.15,23901080,$245.58,$249.18,$245.49,948
05/13/2021,$243.03,29624300,$241.80,$245.60,$241.42,949
05/12/2021,$239.00,36684370,$242.17,$244.38,$238.07,950
05/11/2021,$246.23,33641590,$244.55,$246.60,$242.57,951
05/10/2021,$247.18,29299890,$250.87,$251.73,$247.12,952
05/07/2021,$252.46,27032910,$252.15,$254.30,$251.17,953
05/06/2021,$249.73,26491090,$246.45,$249.86,$244.69,954
05/05/2021,$246.47,21901330,$249.06,$249.50,$245.82,955
05/04/2021,$247.79,32756050,$250.97,$251.21,$245.76,956
05/03/2021,$251.86,19626570,$253.40,$254.35,$251.12,957
04/30/2021,$252.18,30945100,$249.74,$253.08,$249.60,958
04/29/2021,$252.51,40589020,$255.46,$256.10,$249.00,959
04/28/2021,$254.56,46903120,$256.08,$256.54,$252.95,960
04/27/2021,$261.97,31014210,$261.59,$263.19,$260.12,961
04/26/2021,$261.55,19763350,$261.66,$262.44,$260.17,962
04/23/2021,$261.15,21499290,$257.88,$261.51,$257.27,963
04/22/2021,$257.17,25606150,$260.21,$261.78,$255.64,964
04/21/2021,$260.58,24030380,$258.94,$260.68,$257.25,965
04/20/2021,$258.26,19722880,$257.82,$260.20,$256.84,966
04/19/2021,$258.74,23209260,$260.19,$261.48,$257.82,967
04/16/2021,$260.74,24878580,$259.47,$261.00,$257.60,968
04/15/2021,$259.50,25627480,$257.93,$259.93,$257.73,969
04/14/2021,$255.59,23070940,$257.48,$258.83,$255.16,970
04/13/2021,$258.49,23837470,$257.26,$259.19,$256.83,971
04/12/2021,$255.91,27148670,$254.71,$257.67,$254.62,972
04/09/2021,$255.85,24326830,$252.87,$255.99,$252.44,973
04/08/2021,$253.25,23625200,$252.77,$254.14,$252.00,974
04/07/2021,$249.90,22719840,$247.81,$250.93,$247.19,975
04/06/2021,$247.86,22931920,$247.61,$249.40,$246.88,976
04/05/2021,$249.07,36910610,$242.76,$249.96,$242.70,977
04/01/2021,$242.35,30337980,$238.47,$242.84,$238.05,978
03/31/2021,$235.77,43623470,$232.91,$239.10,$232.39,979
03/30/2021,$231.85,24792010,$233.53,$233.85,$231.10,980
03/29/2021,$235.24,25227460,$236.59,$236.80,$231.88,981
03/26/2021,$236.48,25479850,$231.55,$236.71,$231.55,982
03/25/2021,$232.34,34061850,$235.30,$236.94,$231.57,983
03/24/2021,$235.46,25620130,$237.85,$238.00,$235.32,984
03/23/2021,$237.58,31638380,$237.49,$241.05,$237.07,985
03/22/2021,$235.99,30127010,$230.27,$236.90,$230.14,986
03/19/2021,$230.35,46430730,$231.02,$232.47,$229.35,987
03/18/2021,$230.72,34852250,$232.56,$234.19,$230.33,988
03/17/2021,$237.04,29562100,$236.15,$238.55,$233.23,989
03/16/2021,$237.71,28092200,$236.28,$240.06,$235.94,990
03/15/2021,$234.81,26042670,$234.96,$235.19,$231.81,991
03/12/2021,$235.75,22653660,$234.01,$235.82,$233.23,992
03/11/2021,$237.13,29907590,$234.96,$239.17,$234.31,993
03/10/2021,$232.42,29746810,$237.00,$237.00,$232.04,994
03/09/2021,$233.78,33080530,$232.88,$235.38,$231.67,995
03/08/2021,$227.39,35267440,$231.37,$233.37,$227.13,996
03/05/2021,$231.60,41872770,$229.52,$233.27,$226.46,997
03/04/2021,$226.73,44727790,$226.74,$232.49,$224.26,998
03/03/2021,$227.56,34029530,$232.16,$233.58,$227.26,999
03/02/2021,$233.87,22812460,$237.01,$237.30,$233.45,1000
03/01/2021,$236.94,25332840,$235.90,$237.47,$233.15,1001
02/26/2021,$232.38,37819230,$231.53,$235.37,$229.54,1002
02/25/2021,$228.99,39542240,$232.08,$234.59,$227.88,1003
02/24/2021,$234.55,26339750,$230.01,$235.20,$229.00,1004
02/23/2021,$233.27,30228700,$230.33,$234.83,$228.73,1005
02/22/2021,$234.51,36446940,$237.42,$237.93,$232.40,1006
02/19/2021,$240.97,25262600,$243.75,$243.86,$240.18,1007
02/18/2021,$243.79,16925560,$241.80,$243.93,$240.86,1008
02/17/2021,$244.20,21673110,$241.32,$244.31,$240.94,1009
02/16/2021,$243.70,26728490,$245.03,$246.13,$242.92,1010
02/12/2021,$244.99,16561080,$243.93,$245.30,$242.73,1011
02/11/2021,$244.49,15751060,$244.78,$245.15,$242.15,1012
02/10/2021,$242.82,22186710,$245.00,$245.92,$240.89,1013
02/09/2021,$243.77,23564950,$241.87,$244.76,$241.38,1014
02/08/2021,$242.47,22211930,$243.15,$243.68,$240.81,1015
02/05/2021,$242.20,18054750,$242.23,$243.28,$240.42,1016
02/04/2021,$242.01,25296100,$242.66,$243.24,$240.37,1017
02/03/2021,$243.00,27158100,$239.57,$245.09,$239.26,1018
02/02/2021,$239.51,25916340,$241.30,$242.31,$238.69,1019
02/01/2021,$239.65,33314190,$235.06,$242.50,$232.43,1020
01/29/2021,$231.96,42503140,$235.99,$238.02,$231.35,1021
01/28/2021,$238.93,49111160,$235.61,$242.64,$235.09,1022
01/27/2021,$232.90,69870640,$238.00,$240.44,$230.14,1023
01/26/2021,$232.33,49169600,$231.86,$234.18,$230.08,1024
01/25/2021,$229.53,33152100,$229.12,$229.78,$224.22,1025
01/22/2021,$225.95,30172660,$227.08,$230.07,$225.80,1026
01/21/2021,$224.97,30749550,$224.70,$226.30,$222.42,1027
01/20/2021,$224.34,37777260,$217.70,$225.79,$217.29,1028
01/19/2021,$216.44,30480860,$213.75,$216.98,$212.63,1029
01/15/2021,$212.65,31746510,$213.52,$214.51,$212.03,1030
01/14/2021,$213.02,29346740,$215.91,$217.46,$212.74,1031
01/13/2021,$216.34,20087080,$214.02,$216.76,$213.93,1032
01/12/2021,$214.93,23249340,$216.50,$217.10,$213.32,1033
01/11/2021,$217.49,23047030,$218.47,$218.91,$216.73,1034
01/08/2021,$219.62,22956210,$218.68,$220.58,$217.03,1035
01/07/2021,$218.29,27694480,$214.04,$219.34,$213.71,1036
01/06/2021,$212.25,35930650,$212.17,$216.49,$211.94,1037
01/05/2021,$217.90,23822950,$217.26,$218.52,$215.70,1038
01/04/2021,$217.69,37130140,$222.53,$223.00,$214.81,1039
12/31/2020,$222.42,20942130,$221.70,$223.00,$219.68,1040
12/30/2020,$221.68,20272340,$225.23,$225.63,$221.47,1041
12/29/2020,$224.15,17403210,$226.31,$227.18,$223.58,1042
12/28/2020,$224.96,17933500,$224.45,$226.03,$223.02,1043
12/24/2020,$222.75,10550570,$221.42,$223.61,$221.20,1044
12/23/2020,$221.02,18699640,$223.11,$223.56,$220.80,1045
12/22/2020,$223.94,22643400,$222.69,$225.63,$221.85,1046
12/21/2020,$222.59,37181890,$217.55,$224.00,$217.28,1047
12/18/2020,$218.59,63354920,$218.59,$219.69,$216.02,1048
12/17/2020,$219.42,32515780,$219.87,$220.89,$217.92,1049
12/16/2020,$219.28,35023250,$214.75,$220.11,$214.72,1050
12/15/2020,$214.13,27018110,$215.17,$215.42,$212.24,1051
12/14/2020,$214.20,28798380,$213.10,$216.21,$212.88,1052
12/11/2020,$213.26,30979440,$210.05,$213.32,$209.11,1053
12/10/2020,$210.52,26467020,$211.77,$213.08,$210.36,1054
12/09/2020,$211.80,32440600,$215.16,$215.23,$211.21,1055
12/08/2020,$216.01,23284090,$213.97,$216.95,$212.89,1056
12/07/2020,$214.29,24620000,$214.37,$215.54,$212.99,1057
12/04/2020,$214.36,24666040,$214.22,$215.38,$213.18,1058
12/03/2020,$214.24,25120920,$214.61,$216.38,$213.65,1059
12/02/2020,$215.37,23724510,$214.88,$215.47,$212.80,1060
12/01/2020,$216.21,30931320,$214.51,$217.32,$213.35,1061
11/30/2020,$214.07,33064750,$214.10,$214.76,$210.84,1062
11/27/2020,$215.23,14512210,$214.85,$216.27,$214.04,1063
11/25/2020,$213.87,21012890,$215.11,$215.29,$212.46,1064
11/24/2020,$213.86,33979730,$209.59,$214.25,$208.86,1065
11/23/2020,$210.11,25683510,$210.95,$212.29,$208.16,1066
11/20/2020,$210.39,22843120,$212.20,$213.29,$210.00,1067
11/19/2020,$212.42,24792750,$211.38,$213.03,$209.93,1068
11/18/2020,$211.08,28372790,$213.65,$215.17,$210.93,1069
11/17/2020,$214.46,24154110,$216.10,$217.68,$214.08,1070
11/16/2020,$217.23,24953340,$214.87,$217.74,$214.52,1071
11/13/2020,$216.51,18630310,$216.36,$217.42,$214.16,1072
11/12/2020,$215.44,21616120,$217.21,$219.11,$214.46,1073
11/11/2020,$216.55,29440790,$212.39,$218.04,$212.20,1074
11/10/2020,$211.01,44045120,$214.50,$216.50,$209.72,1075
11/09/2020,$218.39,44394950,$224.44,$228.12,$217.88,1076
11/06/2020,$223.72,25231900,$222.26,$224.36,$218.03,1077
11/05/2020,$223.29,36080140,$222.04,$224.12,$221.15,1078
11/04/2020,$216.39,42311780,$214.02,$218.32,$212.42,1079
11/03/2020,$206.43,27512030,$203.89,$208.12,$203.12,1080
11/02/2020,$202.33,30842160,$204.29,$205.28,$200.12,1081
10/30/2020,$202.47,36980110,$203.50,$204.29,$199.62,1082
10/29/2020,$204.72,31432560,$204.07,$207.36,$203.37,1083
10/28/2020,$202.68,51195590,$207.67,$208.84,$202.10,1084
10/27/2020,$213.25,36700330,$211.59,$214.67,$210.33,1085
10/26/2020,$210.08,37111560,$213.85,$216.34,$208.10,1086
10/23/2020,$216.23,18879610,$215.03,$216.28,$213.16,1087
10/22/2020,$214.89,22351450,$213.93,$216.06,$211.70,1088
10/21/2020,$214.80,22724910,$213.12,$216.92,$213.12,1089
10/20/2020,$214.65,22753510,$215.80,$217.37,$213.09,1090
10/19/2020,$214.22,27625840,$220.42,$222.30,$213.72,1091
10/16/2020,$219.66,26057880,$220.15,$222.29,$219.32,1092
10/15/2020,$219.66,22733060,$217.10,$220.36,$216.01,1093
10/14/2020,$220.86,23451710,$223.00,$224.22,$219.13,1094
10/13/2020,$222.86,28950840,$222.72,$225.21,$220.43,1095
10/12/2020,$221.40,40461370,$218.79,$223.86,$216.81,1096
10/09/2020,$215.81,26458050,$211.23,$215.86,$211.23,1097
10/08/2020,$210.58,19925840,$210.51,$211.19,$208.32,1098
10/07/2020,$209.83,25681050,$207.06,$210.11,$206.72,1099
10/06/2020,$205.91,28554260,$208.82,$210.18,$204.82,1100
10/05/2020,$210.38,21331560,$207.22,$210.41,$206.98,1101
10/02/2020,$206.19,33154780,$208.00,$210.99,$205.54,1102
10/01/2020,$212.46,27158420,$213.49,$213.99,$211.32,1103
09/30/2020,$210.33,33829090,$207.73,$211.98,$206.54,1104
09/29/2020,$207.26,24464470,$209.35,$210.07,$206.81,1105
09/28/2020,$209.44,32004940,$210.88,$212.57,$208.06,1106
09/25/2020,$207.82,29437310,$203.55,$209.04,$202.54,1107
09/24/2020,$203.19,31202490,$199.85,$205.57,$199.20,1108
09/23/2020,$200.59,30803780,$207.90,$208.10,$200.03,1109
09/22/2020,$207.42,33517070,$205.06,$208.10,$202.08,1110
09/21/2020,$202.54,39839660,$197.19,$202.71,$196.38,1111
09/18/2020,$200.39,55225330,$202.80,$203.65,$196.25,1112
09/17/2020,$202.91,34011260,$200.05,$204.33,$199.96,1113
09/16/2020,$205.05,26372460,$210.62,$210.65,$204.64,1114
09/15/2020,$208.78,21823940,$208.42,$209.78,$206.93,1115
09/14/2020,$205.41,30375770,$204.24,$209.20,$204.03,1116
09/11/2020,$204.03,33620070,$207.20,$208.63,$201.24,1117
09/10/2020,$205.37,35461510,$213.40,$214.74,$204.11,1118
09/09/2020,$211.29,45678990,$207.60,$214.84,$206.70,1119
09/08/2020,$202.66,52924330,$206.50,$210.03,$202.20,1120
09/04/2020,$214.25,59664070,$215.10,$218.36,$205.19,1121
09/03/2020,$217.30,58400290,$229.27,$229.31,$214.96,1122
09/02/2020,$231.65,34080840,$227.97,$232.86,$227.35,1123
09/01/2020,$227.27,25791240,$225.51,$227.45,$224.43,1124
08/31/2020,$225.53,28774160,$227.00,$228.70,$224.31,1125
08/28/2020,$228.91,26292900,$228.18,$230.64,$226.58,1126
08/27/2020,$226.58,57602200,$222.89,$231.15,$219.40,1127
08/26/2020,$221.15,39600830,$217.88,$222.09,$217.36,1128
08/25/2020,$216.47,23043700,$213.10,$216.61,$213.10,1129
08/24/2020,$213.69,25460150,$214.79,$215.52,$212.43,1130
08/21/2020,$213.02,36249320,$213.86,$216.25,$212.85,1131
08/20/2020,$214.58,26981480,$209.54,$215.00,$208.91,1132
08/19/2020,$209.70,27627560,$211.49,$212.10,$209.25,1133
08/18/2020,$211.49,21336170,$210.53,$212.36,$209.21,1134
08/17/2020,$210.28,20184760,$209.60,$211.19,$208.92,1135
08/14/2020,$208.90,17958940,$208.76,$209.59,$207.51,1136
08/13/2020,$208.70,22588870,$209.44,$211.35,$208.15,1137
08/12/2020,$209.19,28041360,$205.29,$210.28,$204.75,1138
08/11/2020,$203.38,36446460,$207.16,$207.65,$203.14,1139
08/10/2020,$208.25,36716460,$211.67,$211.88,$206.35,1140
08/07/2020,$212.48,27820420,$214.85,$215.70,$210.93,1141
08/06/2020,$216.35,32656840,$212.34,$216.37,$211.55,1142
08/05/2020,$212.94,28858620,$214.90,$215.00,$211.57,1143
08/04/2020,$213.29,49280060,$214.17,$214.77,$210.31,1144
08/03/2020,$216.54,78983010,$211.52,$217.64,$210.44,1145
07/31/2020,$205.01,51247970,$204.40,$205.10,$199.01,1146
07/30/2020,$203.90,25079600,$201.00,$204.46,$199.57,1147
07/29/2020,$204.06,19632600,$202.50,$204.65,$202.01,1148
07/28/2020,$202.02,23251390,$203.61,$204.70,$201.74,1149
07/27/2020,$203.85,30160870,$201.47,$203.97,$200.86,1150
07/24/2020,$201.30,39826990,$200.42,$202.86,$197.51,1151
07/23/2020,$202.54,67457040,$207.19,$210.92,$202.15,1152
07/22/2020,$211.75,49605690,$209.20,$212.30,$208.39,1153
07/21/2020,$208.75,38105780,$213.66,$213.94,$208.03,1154
07/20/2020,$211.60,36884840,$205.00,$212.30,$203.01,1155
07/17/2020,$202.88,31635280,$204.47,$205.04,$201.39,1156
07/16/2020,$203.92,29940650,$205.40,$205.70,$202.31,1157
07/15/2020,$208.04,32179410,$209.56,$211.33,$205.03,1158
07/14/2020,$208.35,37591820,$206.13,$208.85,$202.03,1159
07/13/2020,$207.07,38135610,$214.48,$215.80,$206.50,1160
07/10/2020,$213.67,26177630,$213.62,$214.08,$211.08,1161
07/09/2020,$214.32,33121680,$216.33,$216.38,$211.47,1162
07/08/2020,$212.83,33600030,$210.07,$213.26,$208.69,1163
07/07/2020,$208.25,33600730,$210.45,$214.67,$207.99,1164
07/06/2020,$210.70,31897630,$208.83,$211.13,$208.09,1165
07/02/2020,$206.26,29315760,$205.68,$208.02,$205.00,1166
07/01/2020,$204.70,32061210,$203.14,$206.35,$201.77,1167
06/30/2020,$203.51,34310280,$197.88,$204.40,$197.74,1168
06/29/2020,$198.44,26701590,$195.78,$198.53,$193.55,1169
06/26/2020,$196.33,54675780,$199.73,$199.89,$194.88,1170
06/25/2020,$200.34,27803930,$197.80,$200.61,$195.47,1171
06/24/2020,$197.84,36740650,$201.60,$203.25,$196.56,1172
06/23/2020,$201.91,30917450,$202.09,$203.95,$201.43,1173
06/22/2020,$200.57,32818930,$195.79,$200.76,$195.23,1174
06/19/2020,$195.15,44441140,$198.59,$199.29,$194.37,1175
06/18/2020,$196.32,23061650,$194.00,$196.49,$194.00,1176
06/17/2020,$194.24,25687820,$195.03,$196.32,$193.69,1177
06/16/2020,$193.57,42556660,$192.89,$195.58,$191.46,1178
06/15/2020,$188.94,32770190,$184.58,$190.82,$184.01,1179
06/12/2020,$187.74,43373590,$190.54,$191.72,$185.18,1180
06/11/2020,$186.27,52854670,$193.13,$195.76,$186.07,1181
06/10/2020,$196.84,43872330,$191.13,$198.52,$191.01,1182
06/09/2020,$189.80,29783920,$188.00,$190.70,$187.26,1183
06/08/2020,$188.36,33211590,$185.94,$188.55,$184.44,1184
06/05/2020,$187.20,39893640,$182.62,$187.73,$182.01,1185
06/04/2020,$182.92,28761810,$184.30,$185.84,$182.30,1186
06/03/2020,$185.36,27311020,$184.82,$185.94,$183.58,1187
06/02/2020,$184.91,30794590,$184.25,$185.00,$181.35,1188
06/01/2020,$182.83,22668820,$182.54,$183.00,$181.46,1189
05/29/2020,$183.25,42146720,$182.73,$184.27,$180.41,1190
05/28/2020,$181.40,33831820,$180.74,$184.15,$180.38,1191
05/27/2020,$181.81,39517150,$180.20,$181.99,$176.60,1192
05/26/2020,$181.57,36073610,$186.34,$186.50,$181.10,1193
05/22/2020,$183.51,20826900,$183.19,$184.46,$182.54,1194
05/21/2020,$183.43,29119510,$185.40,$186.67,$183.29,1195
05/20/2020,$185.66,31261330,$184.81,$185.85,$183.94,1196
05/19/2020,$183.63,26799120,$185.03,$186.60,$183.49,1197
05/18/2020,$184.91,35306620,$185.75,$186.20,$183.96,1198
05/15/2020,$183.16,46610380,$179.06,$187.06,$177.00,1199
05/14/2020,$180.53,41873910,$177.54,$180.69,$175.68,1200
05/13/2020,$179.75,44711490,$182.55,$184.05,$176.54,1201
05/12/2020,$182.51,32038200,$186.80,$187.04,$182.30,1202
05/11/2020,$186.74,30892660,$183.15,$187.51,$182.85,1203
05/08/2020,$184.68,30912640,$184.98,$185.00,$183.36,1204
05/07/2020,$183.60,28315990,$184.17,$184.55,$182.58,1205
05/06/2020,$182.54,32139300,$182.08,$184.20,$181.63,1206
05/05/2020,$180.76,36839170,$180.62,$183.65,$179.90,1207
05/04/2020,$178.84,30372860,$174.49,$179.00,$173.80,1208
05/01/2020,$174.57,39370470,$175.80,$178.64,$174.01,1209
04/30/2020,$179.21,53875860,$180.00,$180.40,$176.23,1210
04/29/2020,$177.43,51286560,$173.22,$177.68,$171.88,1211
04/28/2020,$169.81,34392690,$175.59,$175.67,$169.39,1212
04/27/2020,$174.05,33194380,$176.59,$176.90,$173.30,1213
04/24/2020,$174.55,34305320,$172.06,$174.56,$170.71,1214
04/23/2020,$171.42,32790800,$174.11,$175.06,$170.91,1215
04/22/2020,$173.52,34651600,$171.39,$174.00,$170.82,1216
04/21/2020,$167.82,56203750,$173.50,$173.67,$166.11,1217
04/20/2020,$175.06,36669560,$176.63,$178.75,$174.99,1218
04/17/2020,$178.60,52765630,$179.50,$180.00,$175.87,1219
04/16/2020,$177.04,50479610,$174.30,$177.28,$172.90,1220
04/15/2020,$171.88,40940830,$171.20,$173.57,$169.24,1221
04/14/2020,$173.70,52874340,$169.00,$173.75,$168.00,1222
04/13/2020,$165.51,41905260,$164.35,$165.57,$162.30,1223
04/09/2020,$165.14,51431780,$166.36,$167.37,$163.33,1224
04/08/2020,$165.13,48318230,$165.67,$166.67,$163.50,1225
04/07/2020,$163.49,62769040,$169.59,$170.00,$163.26,1226
04/06/2020,$165.27,67111700,$160.32,$166.50,$157.58,1227
04/03/2020,$153.83,41243280,$155.10,$157.38,$152.19,1228
04/02/2020,$155.26,49630740,$151.86,$155.48,$150.36,1229
04/01/2020,$152.11,57969930,$153.00,$157.75,$150.82,1230
03/31/2020,$157.71,77927190,$159.40,$164.78,$156.56,1231
03/30/2020,$160.23,63420330,$152.44,$160.60,$150.01,1232
03/27/2020,$149.70,57042290,$151.75,$154.89,$149.20,1233
03/26/2020,$156.11,64694430,$148.40,$156.66,$148.37,1234
03/25/2020,$146.92,75638220,$148.91,$154.33,$144.44,1235
03/24/2020,$148.34,82516730,$143.75,$149.60,$141.27,1236
03/23/2020,$135.98,78975180,$137.01,$140.57,$132.52,1237
03/20/2020,$137.35,84866220,$146.00,$147.10,$135.86,1238
03/19/2020,$142.71,85922660,$142.77,$150.15,$139.00,1239
03/18/2020,$140.40,81593170,$138.00,$146.00,$135.02,1240
03/17/2020,$146.57,81059820,$140.00,$147.50,$135.00,1241
03/16/2020,$135.42,87905870,$140.00,$149.35,$135.00,1242
03/13/2020,$158.83,92727450,$147.50,$161.91,$140.73,1243
03/12/2020,$139.06,93226370,$145.30,$153.47,$138.58,1244
03/11/2020,$153.63,56504300,$157.13,$157.70,$151.15,1245
03/10/2020,$160.92,65354390,$158.16,$161.03,$152.58,1246
03/09/2020,$150.62,70419270,$151.00,$157.75,$150.00,1247
03/06/2020,$161.57,72821060,$162.61,$163.11,$156.00,1248
03/05/2020,$166.27,47817250,$166.05,$170.87,$165.69,1249
03/04/2020,$170.55,49814380,$168.49,$170.70,$165.62,1250
03/03/2020,$164.51,71677020,$173.80,$175.00,$162.26,1251
03/02/2020,$172.79,71030810,$165.31,$172.92,$162.31,1252
02/28/2020,$162.01,97073560,$152.41,$163.71,$152.00,1253
02/27/2020,$158.18,93174910,$163.32,$167.03,$157.98,1254
02/26/2020,$170.17,56387150,$169.71,$173.26,$168.21,1255
02/25/2020,$168.07,68073300,$174.20,$174.84,$167.65,1256
02/24/2020,$170.89,68311070,$167.77,$174.55,$163.23,1257